engine_id,cycle,op_1,op_2,op_3,sensor_2,sensor_3,sensor_4,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21
1,16,-0.00012000000000000013,0.00016000000000000004,100.0,642.408,1586.0700000000002,1401.354,554.0040000000001,2388.0919999999996,9049.024000000001,47.308,521.8619999999999,2388.05,8132.089999999999,8.403780000000001,392.0,39.025999999999996,23.36586
1,17,-0.0004000000000000001,0.00016000000000000004,100.0,642.5120000000001,1586.38,1401.314,553.86,2388.0860000000002,9050.134,47.296,521.88,2388.054,8132.694,8.41586,392.2,38.976,23.35904
1,18,-0.0006400000000000002,6.0000000000000015e-05,100.0,642.422,1588.15,1400.3719999999998,554.0120000000001,2388.072,9050.679999999998,47.262,521.862,2388.052,8133.62,8.41338,392.0,38.968,23.38364
1,19,-0.00018000000000000004,2.168404344971009e-20,100.0,642.3100000000001,1587.072,1400.61,553.952,2388.0620000000004,9052.004,47.254,521.906,2388.058,8132.56,8.42052,391.6,38.892,23.3764
1,20,-0.0005600000000000001,8.000000000000002e-05,100.0,642.432,1586.53,1401.23,554.1859999999999,2388.05,9050.74,47.238,521.8199999999999,2388.046,8132.99,8.420739999999999,391.8,38.9,23.3908
1,21,-0.00092,1.6263032587282566e-20,100.0,642.48,1586.148,1399.956,554.2139999999999,2388.0620000000004,9050.501999999999,47.22,522.006,2388.0480000000002,8132.572,8.422999999999998,391.8,38.924,23.36182
1,22,-0.0009200000000000001,-3.999999999999998e-05,100.0,642.5179999999999,1587.7419999999997,1400.08,554.1800000000001,2388.058,9051.759999999998,47.244,522.028,2388.046,8131.2,8.41284,391.8,38.946000000000005,23.371280000000002
1,23,0.00037999999999999986,-7.999999999999998e-05,100.0,642.4219999999999,1587.172,1399.806,554.136,2388.058,9051.106,47.251999999999995,521.98,2388.0420000000004,8130.2339999999995,8.417079999999999,391.8,38.956,23.38278
1,24,-0.0004600000000000002,4.000000000000001e-05,100.0,642.54,1587.826,1399.498,553.9979999999999,2388.0739999999996,9049.06,47.260000000000005,522.028,2388.042,8131.183999999999,8.40848,392.0,38.996,23.38742
1,25,0.0007399999999999999,-5.9999999999999995e-05,100.0,642.486,1590.4240000000002,1398.33,553.836,2388.068,9050.712,47.288,522.126,2388.042,8132.564,8.402619999999999,392.2,38.980000000000004,23.38878
1,26,0.0009799999999999998,-3.999999999999999e-05,100.0,642.444,1591.0259999999998,1397.9180000000001,553.842,2388.06,9050.504,47.31,522.098,2388.0380000000005,8131.99,8.406839999999999,392.6,38.934000000000005,23.40974
1,27,0.0006999999999999999,-0.00012000000000000002,100.0,642.3779999999999,1590.5339999999999,1398.172,553.9300000000001,2388.0559999999996,9047.854000000001,47.336,522.098,2388.058,8132.8279999999995,8.407079999999999,392.8,38.948,23.42334
1,28,-0.00046000000000000007,3.999999999999998e-05,100.0,642.4200000000001,1589.464,1399.048,554.0699999999999,2388.07,9048.566,47.367999999999995,522.308,2388.064,8132.7080000000005,8.40874,392.4,38.962,23.38892
1,29,-2.0000000000000097e-05,-4.000000000000001e-05,100.0,642.326,1588.264,1399.484,554.222,2388.0559999999996,9049.908,47.327999999999996,522.3639999999999,2388.07,8132.544,8.4147,392.6,38.948,23.38694
1,30,-0.00092,3.9999999999999996e-05,100.0,642.212,1588.148,1398.8220000000001,554.296,2388.0660000000003,9048.2,47.336,522.29,2388.066,8132.794,8.41766,392.0,38.968,23.38338
2,1,-0.0018,0.0006,100.0,641.89,1583.84,1391.28,554.53,2388.01,9054.72,46.93,522.33,2388.06,8137.72,8.3905,391.0,38.94,23.4585
2,2,0.00125,0.00015,100.0,641.855,1585.445,1392.205,554.65,2387.995,9053.015,47.085,522.5150000000001,2388.02,8134.405000000001,8.4036,391.5,39.0,23.433500000000002
2,3,0.0014333333333333333,0.00019999999999999998,100.0,641.7533333333333,1586.4033333333334,1394.4566666666667,554.8133333333334,2388.01,9053.423333333332,47.129999999999995,522.5366666666667,2388.0099999999998,8136.463333333333,8.3958,391.3333333333333,39.03666666666667,23.430666666666667
2,4,0.00195,4.999999999999998e-05,100.0,641.735,1585.84,1394.8625,554.6725,2388.0025,9054.57,47.1225,522.5250000000001,2387.99,8137.4575,8.3973,391.25,39.06,23.448675
2,5,0.00166,0.00011999999999999999,100.0,641.734,1584.4779999999998,1396.394,554.762,2388.0080000000003,9055.286,47.148,522.4739999999999,2387.98,8137.3,8.39518,391.0,39.084,23.443620000000003
2,6,0.00182,8e-05,100.0,641.616,1583.2099999999998,1397.4900000000002,554.852,2388.014,9055.155999999999,47.172,522.568,2387.966,8136.486,8.39308,391.2,39.126,23.43732
2,7,0.00098,0.0001,100.0,641.658,1583.2980000000002,1398.9940000000001,554.866,2388.0280000000002,9055.428,47.144000000000005,522.4559999999999,2387.978,8137.534,8.38856,391.0,39.134,23.44998
2,8,0.00092,-4.000000000000001e-05,100.0,641.858,1583.716,1398.2800000000002,554.768,2388.022,9055.744,47.14,522.4939999999999,2387.972,8137.002,8.38974,391.0,39.134,23.4526
2,9,0.00056,-4.000000000000001e-05,100.0,641.9179999999999,1583.284,1398.066,554.856,2388.03,9054.475999999999,47.148,522.4759999999999,2387.982,8137.972,8.38674,390.8,39.12,23.449559999999998
2,10,-0.00044,-8.000000000000002e-05,100.0,641.97,1584.752,1396.534,554.758,2388.022,9054.622,47.14,522.4199999999998,2387.988,8138.366,8.38904,391.0,39.124,23.48498
2,11,-0.00012000000000000003,-8.000000000000002e-05,100.0,642.162,1587.094,1397.44,554.702,2388.0160000000005,9054.45,47.172000000000004,522.3,2387.996,8138.806,8.3968,391.0,39.14,23.47734
2,12,-0.00010000000000000005,7.999999999999999e-05,100.0,642.0840000000001,1585.5939999999998,1397.69,554.6479999999999,2388.002,9053.494,47.178,522.26,2387.982,8138.838000000001,8.39648,391.2,39.144000000000005,23.467000000000002
2,13,-0.00026,0.00026,100.0,641.9300000000001,1584.866,1398.9180000000001,554.6560000000002,2387.988,9053.056,47.144,522.172,2387.988,8139.376000000001,8.3941,391.2,39.098,23.465719999999997
2,14,-0.00108,0.00026000000000000003,100.0,641.866,1585.276,1399.0079999999998,554.612,2387.986,9052.181999999999,47.14,522.306,2387.9880000000003,8138.336,8.39448,391.4,39.072,23.4497
2,15,-0.00042000000000000007,0.00016,100.0,641.91,1583.97,1400.458,554.5200000000001,2387.992,9050.369999999999,47.132000000000005,522.3,2387.9980000000005,8138.152,8.38892,391.8,39.02,23.415820000000004
2,16,-0.00074,0.00014,100.0,641.8199999999999,1582.526,1398.892,554.486,2387.9880000000003,9050.086,47.138,522.358,2387.982,8137.6720000000005,8.381260000000001,391.8,38.976,23.4273
2,17,-0.0007199999999999999,-2.7105054312137612e-21,100.0,641.9780000000001,1583.244,1396.566,554.2959999999999,2388.0,9050.918,47.138,522.5120000000001,2388.004,8137.33,8.37704,391.6,38.959999999999994,23.44818
2,18,-0.00058,-8e-05,100.0,642.012,1583.576,1396.31,554.3240000000001,2388.012,9050.462,47.176,522.63,2388.006,8135.848,8.38326,391.6,38.983999999999995,23.4459
2,19,0.0003999999999999999,2.0000000000000005e-05,100.0,642.03,1582.136,1397.5720000000001,554.48,2388.014,9052.016,47.18,522.492,2388.006,8135.332,8.38622,391.8,39.018,23.446460000000002
2,20,0.00148,-1.0842021724855045e-20,100.0,642.056,1582.7559999999999,1396.026,554.574,2388.0099999999998,9052.106,47.174,522.608,2387.99,8135.753999999999,8.3861,391.4,39.034,23.43666
2,21,0.00122,-3.9999999999999996e-05,100.0,642.104,1582.26,1395.79,554.6120000000001,2388.018,9052.806,47.134,522.626,2388.002,8136.378,8.389079999999998,391.2,39.08,23.4477
2,22,0.0016399999999999997,0.0001,100.0,642.05,1581.58,1397.27,554.758,2388.002,9053.058,47.142,522.4300000000001,2387.994,8137.58,8.390640000000001,391.2,39.068,23.42762
2,23,0.0010999999999999998,0.00014,100.0,642.134,1580.072,1394.72,554.73,2387.9939999999997,9053.074,47.14,522.298,2388.0080000000003,8137.253999999999,8.38832,391.6,39.088,23.4009
2,24,0.00021999999999999985,0.00011999999999999999,100.0,642.182,1580.8980000000001,1394.1,554.38,2387.986,9052.53,47.142,522.272,2388.0060000000003,8136.9839999999995,8.38494,391.4,39.104,23.39848
2,25,0.0006399999999999999,0.00022,100.0,642.0759999999999,1581.386,1394.548,554.28,2387.986,9053.532000000001,47.152,522.226,2388.0240000000003,8136.411999999999,8.39016,391.4,39.098,23.419719999999998
2,26,0.0008799999999999999,0.00026,100.0,642.04,1580.56,1394.5520000000001,554.142,2387.976,9052.635999999999,47.16799999999999,522.27,2388.022,8136.552000000001,8.38052,391.4,39.041999999999994,23.41326
2,27,0.00052,0.00024000000000000003,100.0,642.032,1581.6120000000003,1395.48,554.304,2387.9900000000002,9053.576,47.14,522.346,2388.026,8135.94,8.38622,391.6,39.038,23.413940000000004
2,28,0.00152,0.00028000000000000003,100.0,641.966,1581.7540000000001,1397.47,554.3199999999999,2387.996,9054.045999999998,47.096,522.43,2387.998,8136.936,8.382159999999999,391.0,39.008,23.444499999999998
2,29,0.00126,0.00022,100.0,641.984,1582.316,1397.352,554.5699999999999,2388.0,9054.744,47.088,522.432,2388.0080000000003,8137.858,8.37884,390.8,38.966,23.449859999999997
2,30,0.0002399999999999999,0.0002,100.0,641.9780000000001,1583.304,1397.042,554.6659999999999,2387.996,9053.848000000002,47.089999999999996,522.4559999999999,2388.0019999999995,8137.790000000001,8.38346,390.8,38.988,23.4319
3,1,0.0008,0.0005,100.0,642.04,1584.2,1398.13,553.96,2388.06,9056.95,47.14,522.24,2388.0,8138.4,8.4207,391.0,38.96,23.3205
3,2,-9.999999999999999e-05,0.00025,100.0,642.3499999999999,1585.62,1398.375,554.36,2388.0550000000003,9058.310000000001,47.245000000000005,522.135,2388.005,8137.889999999999,8.4078,390.5,39.015,23.378700000000002
3,3,0.0003666666666666666,0.0001,100.0,642.2566666666667,1583.9966666666667,1399.2833333333335,554.41,2388.0466666666666,9055.683333333334,47.14333333333334,522.1433333333333,2388.0066666666667,8137.66,8.3992,391.3333333333333,39.02,23.357866666666666
3,4,0.00047499999999999994,2.4999999999999998e-05,100.0,642.3175,1583.0275,1398.4025,554.4275,2388.0525000000002,9056.87,47.2175,522.185,2388.0225,8138.0825,8.3979,391.25,39.0,23.390925
3,5,0.00078,0.0001,100.0,642.2479999999999,1582.718,1397.532,554.37,2388.0440000000003,9056.368,47.206,522.1479999999999,2388.0240000000003,8137.664,8.40298,391.2,38.980000000000004,23.396539999999998
3,6,0.00041999999999999996,-5.9999999999999995e-05,100.0,642.37,1582.1299999999999,1397.502,554.55,2388.0480000000002,9054.702,47.202,522.216,2388.04,8137.581999999999,8.40136,391.4,38.995999999999995,23.42556
3,7,0.00026,-0.00011999999999999999,100.0,642.3620000000001,1581.458,1398.9299999999998,554.4559999999999,2388.05,9053.15,47.184,522.226,2388.04,8138.476000000001,8.409759999999999,392.0,38.988,23.4192
3,8,0.00033999999999999997,-0.00017999999999999998,100.0,642.394,1581.6280000000002,1399.0819999999999,554.376,2388.0440000000003,9054.982,47.221999999999994,522.168,2388.05,8139.33,8.417300000000001,391.8,38.952,23.42724
3,9,0.00017999999999999998,-7.999999999999998e-05,100.0,642.414,1581.8120000000001,1399.59,554.402,2388.028,9054.904,47.166,522.2,2388.054,8138.8279999999995,8.42152,392.0,38.968,23.40668
3,10,-0.0004,-0.0001,100.0,642.5640000000001,1581.956,1400.7939999999999,554.4300000000001,2388.026,9054.716,47.178,522.28,2388.058,8137.714,8.41812,392.2,38.980000000000004,23.38546
3,11,-0.00038,-5.4210108624275225e-21,100.0,642.422,1583.9900000000002,1401.316,554.434,2388.016,9055.364000000001,47.233999999999995,522.1679999999999,2388.0440000000003,8137.732000000001,8.42034,392.0,38.932,23.37556
3,12,-0.0006000000000000001,0.00011999999999999996,100.0,642.42,1584.038,1401.15,554.266,2388.016,9054.828,47.215999999999994,522.1659999999999,2388.046,8137.58,8.40854,392.0,38.906,23.3551
3,13,-0.0009000000000000001,0.00028,100.0,642.5,1584.368,1401.482,554.4939999999999,2388.022,9054.328000000001,47.239999999999995,522.244,2388.0460000000003,8137.036,8.399460000000001,391.6,38.968,23.35126
3,14,-0.0009000000000000001,0.00030000000000000003,100.0,642.412,1586.366,1401.092,554.434,2388.028,9053.638,47.262,522.088,2388.0260000000003,8137.981999999999,8.403220000000001,391.4,38.944,23.34392
3,15,-0.00102,0.00026000000000000003,100.0,642.234,1586.984,1400.8319999999999,554.45,2388.038,9054.612,47.248000000000005,522.008,2388.028,8139.512,8.40818,391.0,38.955999999999996,23.33784
3,16,-0.00212,0.00017999999999999998,100.0,642.376,1586.508,1399.144,554.308,2388.042,9054.464,47.22,522.0540000000001,2388.0199999999995,8139.348,8.406379999999999,391.0,38.984,23.336180000000002
3,17,-0.0019,9.999999999999998e-05,100.0,642.4100000000001,1587.512,1397.31,554.366,2388.03,9054.976,47.256,522.114,2388.0139999999997,8139.178,8.411159999999999,391.0,39.03,23.35624
3,18,-0.0022,-6.0000000000000015e-05,100.0,642.336,1587.734,1397.066,554.22,2388.024,9054.722,47.282000000000004,522.022,2388.0119999999997,8139.7339999999995,8.421180000000001,391.0,38.998000000000005,23.36298
3,19,-0.0016200000000000003,-0.00022,100.0,642.314,1585.6619999999998,1398.3600000000001,554.1560000000001,2388.026,9053.648000000001,47.274,522.1200000000001,2388.0119999999997,8140.284,8.417,391.0,39.041999999999994,23.38296
3,20,-0.00172,-0.00028000000000000003,100.0,642.3979999999999,1584.75,1397.52,554.192,2388.028,9051.405999999999,47.263999999999996,522.1780000000001,2388.006,8139.695999999999,8.41038,391.2,39.024,23.3936
3,21,-0.00056,-0.00016,100.0,642.304,1584.2959999999998,1398.856,554.222,2388.022,9051.76,47.266000000000005,522.262,2388.0080000000003,8139.875999999999,8.413480000000002,391.4,39.062,23.390499999999996
3,22,-0.00124,-0.00016000000000000004,100.0,642.216,1584.4180000000001,1400.7599999999998,554.4159999999999,2388.0340000000006,9053.534,47.256,522.294,2388.014,8140.209999999999,8.41952,391.2,39.053999999999995,23.39414
3,23,-0.00106,-0.00010000000000000002,100.0,642.178,1584.5859999999998,1399.4180000000001,554.32,2388.032,9054.003999999999,47.20399999999999,522.3779999999999,2388.014,8138.625999999999,8.41142,391.6,39.041999999999994,23.39578
3,24,-0.0024,-6.000000000000003e-05,100.0,642.2160000000001,1585.468,1398.0,554.452,2388.036,9053.323999999999,47.209999999999994,522.274,2388.0260000000003,8137.95,8.40418,391.6,38.98,23.38374
3,25,-0.0021,-0.00010000000000000002,100.0,642.2139999999999,1585.202,1397.272,554.386,2388.0339999999997,9054.923999999999,47.224000000000004,522.246,2388.0160000000005,8137.882,8.401480000000001,391.6,38.974000000000004,23.39668
3,26,-0.00244,-0.00028000000000000003,100.0,642.1,1585.23,1397.8319999999999,554.3019999999999,2388.038,9053.908,47.226,522.098,2388.0299999999997,8138.379999999999,8.39668,391.4,38.95,23.373560000000005
3,27,-0.0012000000000000001,-0.00022,100.0,642.104,1583.6860000000001,1396.9460000000001,554.2940000000001,2388.032,9053.5,47.2,521.93,2388.0340000000006,8137.659999999999,8.39218,391.4,38.926,23.36468
3,28,-0.0010999999999999998,-0.00018,100.0,641.9860000000001,1584.764,1397.964,554.188,2388.0420000000004,9052.848000000002,47.22,521.9399999999999,2388.03,8137.164,8.39536,391.4,38.919999999999995,23.3707
3,29,0.00041999999999999996,-6.000000000000001e-05,100.0,641.9399999999999,1584.69,1398.028,554.246,2388.038,9054.542000000001,47.216,522.038,2388.018,8136.152,8.40774,391.6,38.98799999999999,23.3602
3,30,0.0007599999999999999,0.0001,100.0,641.934,1585.8,1399.462,554.214,2388.0299999999997,9053.876,47.227999999999994,522.0780000000001,2388.0299999999997,8137.258,8.40938,391.8,39.010000000000005,23.3566
4,1,0.0025,0.0005,100.0,642.6,1585.4,1402.85,553.97,2388.06,9051.1,47.29,521.94,2388.07,8131.5,8.42,393.0,39.04,23.3814
4,2,0.00135,4.9999999999999996e-05,100.0,642.5250000000001,1584.47,1406.605,554.2950000000001,2388.06,9049.755000000001,47.32,521.82,2388.0550000000003,8130.514999999999,8.40995,392.0,39.03,23.41255
4,3,6.66666666666667e-05,3.333333333333333e-05,100.0,642.4033333333333,1585.1766666666665,1403.9533333333331,554.0366666666667,2388.0666666666666,9050.693333333335,47.346666666666664,521.6633333333334,2388.066666666667,8130.756666666667,8.411633333333333,391.6666666666667,39.00666666666667,23.385499999999997
4,4,0.00065,-4.9999999999999996e-05,100.0,642.485,1584.8725,1403.045,553.9225,2388.0699999999997,9049.945,47.3575,521.7475000000001,2388.0525000000002,8131.2925,8.41645,391.75,38.9725,23.397575
4,5,0.0007599999999999999,-7.999999999999999e-05,100.0,642.4100000000001,1586.022,1402.3200000000002,553.72,2388.076,9049.352,47.338,521.668,2388.064,8130.4220000000005,8.41644,392.0,38.96,23.37598
4,6,0.0007199999999999999,-7.999999999999999e-05,100.0,642.3820000000001,1586.694,1403.306,553.55,2388.072,9048.888,47.316,521.6600000000001,2388.068,8131.459999999999,8.4187,391.8,38.94,23.36952
4,7,0.00027999999999999987,4.000000000000001e-05,100.0,642.3439999999999,1587.368,1402.1219999999998,553.51,2388.0719999999997,9049.912,47.336,521.7120000000001,2388.076,8131.69,8.42616,392.2,38.91,23.363459999999996
4,8,0.0010599999999999997,-3.999999999999999e-05,100.0,642.306,1586.886,1403.636,553.592,2388.066,9049.155999999999,47.304,521.796,2388.07,8132.301999999999,8.42654,392.6,38.89999999999999,23.378059999999998
4,9,0.0017599999999999998,0.00012000000000000002,100.0,642.278,1587.05,1404.2740000000001,553.632,2388.0620000000004,9049.876,47.312,521.842,2388.068,8132.158,8.41796,392.8,38.902,23.35488
4,10,0.0016400000000000002,0.0001,100.0,642.412,1586.126,1404.4140000000002,553.758,2388.054,9050.578,47.36,521.88,2388.064,8133.07,8.41934,392.6,38.907999999999994,23.36004
4,11,0.0018599999999999999,6.000000000000001e-05,100.0,642.362,1586.124,1402.016,553.85,2388.06,9050.68,47.386,521.97,2388.058,8131.748,8.41576,393.0,38.961999999999996,23.37328
4,12,0.0025399999999999997,2.7105054312137612e-21,100.0,642.436,1585.608,1401.862,553.844,2388.066,9050.59,47.366,521.932,2388.0519999999997,8131.5779999999995,8.412479999999999,393.2,38.974000000000004,23.34984
4,13,0.0019,0.00017999999999999998,100.0,642.49,1586.3200000000002,1399.664,553.758,2388.068,9051.62,47.376,521.934,2388.052,8130.161999999999,8.415700000000001,393.0,38.966,23.332199999999997
4,14,0.0003399999999999999,0.00017999999999999998,100.0,642.4959999999999,1586.0400000000002,1400.4859999999999,553.732,2388.066,9050.49,47.388,521.87,2388.066,8130.546,8.422819999999998,393.0,38.974,23.35008
4,15,-0.0002,0.00021999999999999998,100.0,642.434,1587.256,1400.6879999999999,553.964,2388.0600000000004,9050.522,47.358,521.958,2388.058,8130.678,8.42554,393.0,38.968,23.35578
4,16,-0.0005999999999999998,0.00014,100.0,642.426,1586.584,1403.498,554.192,2388.0640000000003,9050.562,47.356,521.8199999999999,2388.0620000000004,8129.726,8.426919999999999,392.8,38.934000000000005,23.33532
4,17,-0.0006,0.00024000000000000003,100.0,642.312,1587.282,1404.05,554.028,2388.0660000000003,9050.072,47.364,521.9359999999999,2388.0640000000003,8129.69,8.428939999999999,392.4,38.938,23.324019999999997
4,18,-0.00019999999999999996,0.0001,100.0,642.336,1587.6580000000001,1405.7540000000001,554.1740000000001,2388.0699999999997,9048.846,47.410000000000004,521.972,2388.07,8130.697999999999,8.426919999999999,392.6,38.965999999999994,23.32
4,19,-0.0003999999999999999,0.0001,100.0,642.4159999999999,1588.962,1405.498,554.168,2388.064,9050.018,47.368,521.98,2388.072,8131.494000000001,8.424420000000001,392.4,39.001999999999995,23.29452
4,20,0.00046000000000000007,6.0000000000000015e-05,100.0,642.428,1588.498,1405.51,554.022,2388.068,9049.448,47.35,521.908,2388.0780000000004,8130.710000000001,8.41498,392.4,39.001999999999995,23.300240000000002
4,21,-0.00039999999999999986,6.0000000000000015e-05,100.0,642.492,1590.042,1403.24,553.88,2388.06,9050.866,47.356,521.876,2388.076,8133.57,8.41618,392.4,38.988,23.2952
4,22,-0.00017999999999999988,-7.999999999999999e-05,100.0,642.616,1591.408,1402.964,554.022,2388.058,9050.215999999999,47.418,521.7620000000001,2388.0739999999996,8134.0199999999995,8.40808,392.2,39.032,23.2873
4,23,0.0002200000000000002,-3.999999999999999e-05,100.0,642.626,1592.0320000000002,1402.574,554.074,2388.0699999999997,9050.624,47.402,521.764,2388.062,8134.476,8.408599999999998,392.6,39.054,23.30382
4,24,0.0012400000000000002,-0.00017999999999999998,100.0,642.524,1591.854,1401.354,554.0980000000001,2388.082,9051.674,47.438,521.796,2388.064,8132.406,8.414259999999999,392.2,38.972,23.3067
4,25,0.00102,-0.0002,100.0,642.428,1592.432,1400.944,554.17,2388.08,9052.648,47.49,521.846,2388.074,8132.738,8.4154,392.0,38.952,23.309440000000002
4,26,0.00222,-0.00016,100.0,642.3999999999999,1591.666,1401.154,554.092,2388.084,9051.136,47.465999999999994,521.888,2388.076,8132.584,8.414840000000002,392.0,38.948,23.31948
4,27,0.00216,-8.000000000000002e-05,100.0,642.28,1589.154,1400.598,553.978,2388.076,9052.992,47.4,522.006,2388.0860000000002,8133.204,8.42332,392.2,38.884,23.35696
4,28,0.0016800000000000003,-6.0000000000000015e-05,100.0,642.316,1587.3439999999998,1400.408,553.838,2388.0660000000003,9052.828,47.434000000000005,521.956,2388.102,8132.614,8.4183,391.2,38.827999999999996,23.337139999999998
4,29,0.0012000000000000001,-2.000000000000002e-05,100.0,642.2819999999999,1586.648,1400.682,553.918,2388.064,9051.324,47.426,521.846,2388.1,8133.431999999999,8.41402,391.8,38.872,23.3415
4,30,0.00076,1.999999999999998e-05,100.0,642.412,1584.998,1401.4959999999999,553.87,2388.076,9051.928,47.436,521.808,2388.0899999999997,8133.839999999999,8.42082,391.8,38.868,23.335659999999997
5,1,0.0031,0.0002,100.0,641.77,1583.59,1395.26,554.39,2387.98,9066.49,47.19,522.34,2388.0,8152.22,8.4102,393.0,38.98,23.4468
5,2,0.00165,0.00025,100.0,642.095,1586.6399999999999,1395.0700000000002,554.98,2387.995,9064.76,47.14,522.47,2387.995,8152.63,8.40775,392.5,39.05,23.427149999999997
5,3,0.0011666666666666668,0.0,100.0,642.0866666666667,1585.243333333333,1395.4766666666667,554.8166666666667,2388.0,9065.91,47.129999999999995,522.5966666666667,2388.0033333333336,8151.2266666666665,8.404833333333334,392.6666666666667,39.093333333333334,23.3947
5,4,0.0013,-0.0001,100.0,642.085,1585.6425,1396.0925,554.9025,2387.9900000000002,9067.0725,47.17,522.475,2388.0,8150.6225,8.400525,392.0,39.125,23.403675
5,5,0.0009,-6.000000000000001e-05,100.0,642.074,1584.804,1395.73,554.8399999999999,2387.9880000000003,9067.508,47.154,522.5,2387.99,8150.036,8.403,391.6,39.134,23.38956
5,6,0.0006399999999999999,-5.9999999999999995e-05,100.0,642.184,1585.306,1394.79,554.868,2387.9980000000005,9066.638,47.148,522.606,2387.9939999999997,8149.197999999999,8.40504,391.6,39.138,23.377760000000002
5,7,0.00098,-0.0001,100.0,642.256,1584.41,1395.634,554.7239999999999,2387.9800000000005,9067.868,47.158,522.5899999999999,2387.996,8148.8099999999995,8.40224,391.8,39.154,23.372660000000003
5,8,0.00062,-4.000000000000001e-05,100.0,642.34,1585.096,1395.058,554.692,2387.974,9068.852,47.142,522.5020000000001,2387.988,8148.2119999999995,8.40352,391.4,39.14,23.3966
5,9,0.00086,7.999999999999999e-05,100.0,642.262,1584.02,1394.31,554.5939999999999,2387.982,9067.264,47.152,522.596,2387.996,8148.2080000000005,8.40192,391.8,39.12,23.38572
5,10,0.0010199999999999999,0.00012000000000000002,100.0,642.292,1584.514,1393.5140000000001,554.644,2387.9900000000002,9067.728,47.198,522.61,2388.0080000000003,8147.992,8.40112,391.8,39.098,23.40336
5,11,0.00013999999999999993,1.9999999999999998e-05,100.0,642.208,1584.344,1394.02,554.5780000000001,2387.9759999999997,9068.189999999999,47.226,522.436,2388.0060000000003,8147.732000000001,8.398859999999999,391.4,39.122,23.422739999999997
